"","Country Code","Short Name","pscore_mean","P_mort_2020","P_mort_2021"
"3511","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3512","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3513","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3514","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3515","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3516","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3517","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3518","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3519","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3520","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3521","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3522","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3523","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3524","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3525","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3526","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3527","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3528","PRY","Paraguay",28.1,6.89586133912994,49.0157979217707
"3529","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3530","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3531","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3532","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3533","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3534","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3535","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3536","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3537","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3538","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3539","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3540","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3541","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3542","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3543","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3544","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3545","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3546","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3547","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3548","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3549","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3550","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3551","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3552","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3553","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3554","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3555","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3556","QAT","Qatar",16,15.2308019570304,16.7857872166633
"3557","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3558","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3559","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3560","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3561","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3562","ROU","Romania",20.4,13.3512127755354,27.4150570098695
"3563","ROU","Romania",20.4,13.3512127755354,27.4150570098695
